snapshot_utc,mmsi,name,imo,ship_type,loa,beam,draught_m,lat,lon,sog,nav_status,terminal,berth_sub,at_berth,likely_lng_carrier,destination,n_pos,first_seen,last_seen
2026-09-17T00:34:39+00:00,244650913,ALLEGRIA,,,,,,51.949715,4.124418333333334,0.0,5,gate,,False,False,,2,2026-09-17 00:34:40.287700097 +0000 UTC,2026-09-17 00:37:41.242363328 +0000 UTC
2026-09-17T00:34:39+00:00,577102000,ZEEROB,,,,,,53.51709166666667,8.146278333333333,0.0,0,wilhelmshaven,wilhelmshaven,True,False,,6,2026-09-17 00:34:40.666435754 +0000 UTC,2026-09-17 00:40:22.357336014 +0000 UTC
2026-09-17T00:34:39+00:00,563296800,ONE RESILIENCE,9952751.0,71.0,272.0,43.0,12.6,51.958009999999994,4.044428333333333,0.0,5,gate,,False,False,ROTTERDAM,2,2026-09-17 00:34:40.925925484 +0000 UTC,2026-09-17 00:37:38.098650645 +0000 UTC
2026-09-17T00:34:39+00:00,227006760,VB 21 FECAMP,9202728.0,52.0,36.0,11.0,0.0,49.47112833333333,0.16713999999999998,0.0,11,lehavre,,False,False,,6,2026-09-17 00:34:40.953728685 +0000 UTC,2026-09-17 00:42:11.943788645 +0000 UTC
2026-09-17T00:34:39+00:00,205545000,VB PANDA,9502697.0,79.0,33.0,13.0,5.6,51.361711666666665,3.1949666666666667,4.4,0,zeebrugge,zeebrugge,False,False,ZEEBRUGGE,6,2026-09-17 00:34:41.072909554 +0000 UTC,2026-09-17 00:42:01.015146952 +0000 UTC
2026-09-17T00:34:39+00:00,211456940,SCHWINGEFLAIR,,,,,,53.62808666666667,9.525828333333333,0.0,0,stade,,False,False,,7,2026-09-17 00:34:41.693549879 +0000 UTC,2026-09-17 00:42:21.647570181 +0000 UTC
2026-09-17T00:34:39+00:00,211322590,WSP 3,0.0,55.0,30.0,7.0,2.2,53.533543333333334,8.159654999999999,0.0,5,wilhelmshaven,wilhelmshaven,True,False,ON PATROL,3,2026-09-17 00:34:41.765478578 +0000 UTC,2026-09-17 00:40:39.106910699 +0000 UTC
2026-09-17T00:34:39+00:00,205278390,TRIPOLI,9540546.0,79.0,135.0,18.0,2.1,51.32145666666667,3.2143966666666666,0.0,5,zeebrugge,,False,False,ZEEBRUGGE,3,2026-09-17 00:34:42.404994948 +0000 UTC,2026-09-17 00:40:44.751344235 +0000 UTC
2026-09-17T00:34:39+00:00,244700534,DWS11 WATERBUFFEL,,,,,,51.961864999999996,4.1392066666666665,0.0,0,gate,,False,False,,6,2026-09-17 00:34:42.547622828 +0000 UTC,2026-09-17 00:42:02.473607492 +0000 UTC
2026-09-17T00:34:39+00:00,244650478,MIRA VITA,0.0,79.0,85.0,9.0,0.0,51.95142833333333,4.12534,0.0,5,gate,,False,False,ROTTERDAM,1,2026-09-17 00:34:42.849105638 +0000 UTC,2026-09-17 00:35:37.646553828 +0000 UTC
2026-09-17T00:34:39+00:00,218854000,SANTOS EXPRESS,9777632.0,71.0,333.0,48.0,13.4,51.94936333333333,4.063476666666667,0.0,5,gate,,False,False,CO CTG>NL RTM,1,2026-09-17 00:34:43.434746078 +0000 UTC,2026-09-17 00:40:06.558333995 +0000 UTC
2026-09-17T00:34:39+00:00,352004564,PONTUS HIGHWAY,,,,,,51.33385666666666,3.217295,0.0,0,zeebrugge,,False,False,,7,2026-09-17 00:34:43.600826608 +0000 UTC,2026-09-17 00:41:43.546112665 +0000 UTC
2026-09-17T00:34:39+00:00,538006180,CITRINE,9746229.0,80.0,183.0,32.0,11.1,29.784021666666668,-93.94631833333332,8.4,0,depart_sabine_pass,,False,True,CRISTOBAL,2,2026-09-17 00:34:43.963516846 +0000 UTC,2026-09-17 00:41:54.972467226 +0000 UTC
2026-09-17T00:34:39+00:00,244900124,VB MARS,,,,,,51.959939999999996,4.010825,0.0,0,gate,,False,False,,6,2026-09-17 00:34:44.017301165 +0000 UTC,2026-09-17 00:41:44.020871507 +0000 UTC
2026-09-17T00:34:39+00:00,255915799,FAIRPLAY X,9541681.0,52.0,25.0,12.0,5.5,51.964175,4.094501666666667,0.0,0,gate,,False,False,,5,2026-09-17 00:34:44.128382145 +0000 UTC,2026-09-17 00:42:04.592360369 +0000 UTC
2026-09-17T00:34:39+00:00,211690000,VB BREMEN,,,,,,53.537733333333335,8.1637,0.0,0,wilhelmshaven,,False,False,,7,2026-09-17 00:34:45.947201853 +0000 UTC,2026-09-17 00:42:28.304001303 +0000 UTC
2026-09-17T00:34:39+00:00,211278240,FAIRPLAY-65,9183398.0,52.0,30.0,11.0,5.1,53.55710666666666,8.167966666666667,0.0,0,wilhelmshaven,,False,False,DEWHV,5,2026-09-17 00:34:45.947751537 +0000 UTC,2026-09-17 00:42:34.861026252 +0000 UTC
2026-09-17T00:34:39+00:00,253000082,GEO OCEAN IX,9668518.0,70.0,53.0,13.0,4.7,53.45521166666666,6.831205,0.0,5,eems,,False,False,NLEEM,2,2026-09-17 00:34:46.431489141 +0000 UTC,2026-09-17 00:40:48.25812184 +0000 UTC
2026-09-17T00:34:39+00:00,244110640,ECODELTA,9822619.0,33.0,134.0,21.0,3.8,51.977246666666666,4.0739350000000005,3.4,0,gate,gate,False,False,ROTTERDAM,5,2026-09-17 00:34:47.682016332 +0000 UTC,2026-09-17 00:42:26.366061433 +0000 UTC
2026-09-17T00:34:39+00:00,211625340,FAIRPLAY-81,,,,,,53.53523666666667,8.161443333333333,0.0,0,wilhelmshaven,,False,False,,6,2026-09-17 00:34:48.220771894 +0000 UTC,2026-09-17 00:41:59.048124899 +0000 UTC
2026-09-17T00:34:39+00:00,244150137,SOFIE,,,,,,51.960876666666664,4.057801666666666,8.9,0,gate,,False,False,,5,2026-09-17 00:34:48.236961242 +0000 UTC,2026-09-17 00:41:18.964271889 +0000 UTC
2026-09-17T00:34:39+00:00,255915686,FAIRPLAY-29,9817250.0,52.0,32.0,12.0,5.4,51.96380166666667,4.095246666666666,0.0,0,gate,,False,False,RTM NL,6,2026-09-17 00:34:48.369886547 +0000 UTC,2026-09-17 00:41:29.354937435 +0000 UTC
2026-09-17T00:34:39+00:00,228373800,VB GUARDIAN 19,9876323.0,52.0,30.0,10.0,5.2,49.4714,0.16811333333333334,0.0,5,lehavre,,False,False,LE HAVRE,2,2026-09-17 00:34:48.447209814 +0000 UTC,2026-09-17 00:37:53.593200975 +0000 UTC
2026-09-17T00:34:39+00:00,219045000,MAASTRICHT MAERSK,9780483.0,71.0,399.0,58.0,15.1,51.95555,4.003583333333333,0.0,5,gate,,False,False,NLROT>ESALG,2,2026-09-17 00:34:48.577889351 +0000 UTC,2026-09-17 00:40:48.818696997 +0000 UTC
2026-09-17T00:34:39+00:00,218050910,KEHDINGEN,,,,,,53.890255,9.145890000000001,0.0,0,brunsbuettel,,False,False,,7,2026-09-17 00:34:48.714702001 +0000 UTC,2026-09-17 00:41:49.434992635 +0000 UTC
2026-09-17T00:34:39+00:00,563024900,MAGDALENA SCHULTE,,,,,,51.95482833333333,3.9947066666666666,0.0,5,gate,,False,False,,1,2026-09-17 00:34:48.845856538 +0000 UTC,2026-09-17 00:34:48.845856538 +0000 UTC
2026-09-17T00:34:39+00:00,205243000,Z.48DE MARIA ANTONIA,8972986.0,30.0,46.0,8.0,4.5,51.322691666666664,3.2027716666666666,0.0,15,zeebrugge,,False,False,KEEP SAFE DISTANCE!,5,2026-09-17 00:34:49.18957077 +0000 UTC,2026-09-17 00:41:58.197881384 +0000 UTC
2026-09-17T00:34:39+00:00,636021785,SFL COMPOSER,9293583.0,70.0,200.0,32.0,8.2,53.43039833333333,6.920003333333333,15.6,0,eems,,False,False,DEEME,6,2026-09-17 00:34:49.72234837 +0000 UTC,2026-09-17 00:42:37.036065699 +0000 UTC
2026-09-17T00:34:39+00:00,227006780,VB SAINTE-ADRESSE 25,9202742.0,52.0,37.0,11.0,5.4,49.470855,0.16978166666666666,0.0,15,lehavre,,False,False,LE HAVRE,5,2026-09-17 00:34:49.725853625 +0000 UTC,2026-09-17 00:41:59.35363471 +0000 UTC
2026-09-17T00:34:39+00:00,245987000,WATERLINES,9881770.0,52.0,32.0,13.0,5.9,53.445035,6.824338333333333,0.0,0,eems,,False,False,NLEEM,4,2026-09-17 00:34:49.774694867 +0000 UTC,2026-09-17 00:42:20.589896941 +0000 UTC
2026-09-17T00:34:39+00:00,211587000,AMISIA DIT6,,,,,,53.422538333333335,6.88928,0.0,7,eems,,False,False,,5,2026-09-17 00:34:49.851700298 +0000 UTC,2026-09-17 00:40:39.773741719 +0000 UTC
2026-09-17T00:34:39+00:00,305086300,SALVINIA,9524815.0,70.0,140.0,25.0,5.2,53.45130166666667,6.827513333333333,0.0,5,eems,,False,False,NL EEM,2,2026-09-17 00:34:51.042821908 +0000 UTC,2026-09-17 00:41:05.449333011 +0000 UTC
2026-09-17T00:34:39+00:00,244650632,INVOTIS  VIII,0.0,99.0,43.0,10.0,0.0,51.94940833333333,4.147885,0.0,5,gate,,False,False,ROTTERDAM,5,2026-09-17 00:34:51.257834299 +0000 UTC,2026-09-17 00:42:13.970458776 +0000 UTC
2026-09-17T00:34:39+00:00,255915830,FAIRPLAY-84,,,,,,53.89069666666667,9.144788333333334,0.0,0,brunsbuettel,,False,False,,5,2026-09-17 00:34:51.808199396 +0000 UTC,2026-09-17 00:40:51.061602327 +0000 UTC
2026-09-17T00:34:39+00:00,226003010,CLOVIS,,,,,,49.48449333333333,0.15418,0.1,5,lehavre,,False,False,,2,2026-09-17 00:34:52.58413144 +0000 UTC,2026-09-17 00:40:53.139853472 +0000 UTC
2026-09-17T00:34:39+00:00,246786000,AQUADELTA,,,,,,51.981495,4.001116666666666,0.0,3,gate,,False,False,,4,2026-09-17 00:34:52.718372563 +0000 UTC,2026-09-17 00:42:04.810344006 +0000 UTC
2026-09-17T00:34:39+00:00,538005645,STI RAMBLA,,,,,,51.967655,4.07402,0.0,5,gate,gate,True,False,,1,2026-09-17 00:34:53.645755357 +0000 UTC,2026-09-17 00:34:53.645755357 +0000 UTC
2026-09-17T00:34:39+00:00,227729770,LEOPARD,,,,,,49.483851666666666,0.11981166666666666,0.0,0,lehavre,,False,False,,7,2026-09-17 00:34:53.860262837 +0000 UTC,2026-09-17 00:42:03.380490457 +0000 UTC
2026-09-17T00:34:39+00:00,244118578,NOORDPARK,0.0,80.0,135.0,18.0,2.9,51.95741666666667,4.147491666666666,0.0,5,gate,,False,False,ROTTERDAM,2,2026-09-17 00:34:54.450721307 +0000 UTC,2026-09-17 00:40:55.444451025 +0000 UTC
2026-09-17T00:34:39+00:00,244710390,BAREND,0.0,99.0,110.0,11.0,0.1,51.95802833333333,4.010511666666667,0.0,5,gate,,False,False,ROTTERDAM MAASVLAKTE,1,2026-09-17 00:34:55.552344818 +0000 UTC,2026-09-17 00:40:53.052424193 +0000 UTC
2026-09-17T00:34:39+00:00,205330000,MINERAL SUOMI,9989481.0,70.0,300.0,50.0,18.4,51.966905,4.10795,0.0,5,gate,,False,False,NL RTM,2,2026-09-17 00:34:55.756502587 +0000 UTC,2026-09-17 00:40:35.556108574 +0000 UTC
2026-09-17T00:34:39+00:00,205466090,BENTLEY,,,,,,51.957544999999996,4.125701666666667,0.0,5,gate,,False,False,,1,2026-09-17 00:34:55.964677563 +0000 UTC,2026-09-17 00:34:55.964677563 +0000 UTC
2026-09-17T00:34:39+00:00,304031000,VAERMLAND,,,,,,51.99156,4.047021666666667,6.5,0,gate,,False,False,,9,2026-09-17 00:34:56.515370962 +0000 UTC,2026-09-17 00:42:36.333627993 +0000 UTC
