snapshot_utc,mmsi,name,imo,ship_type,loa,beam,draught_m,lat,lon,sog,nav_status,terminal,berth_sub,at_berth,likely_lng_carrier,destination,n_pos,first_seen,last_seen
2026-09-05T13:49:59+00:00,255801490,AUTOSUN,9227053.0,79.0,140.0,23.0,7.4,51.32483166666667,3.2126666666666663,0.0,5,zeebrugge,,False,False,BEZEE,3,2026-09-05 13:49:59.336027613 +0000 UTC,2026-09-05 13:57:51.312671454 +0000 UTC
2026-09-05T13:49:59+00:00,244485000,GRUNO V,,,,,,53.445074999999996,6.823265,0.0,5,eems,,False,False,,2,2026-09-05 13:49:59.417941947 +0000 UTC,2026-09-05 13:56:00.921785919 +0000 UTC
2026-09-05T13:49:59+00:00,244615588,SPRINTER,,,,,,53.44484666666666,6.824096666666667,0.1,0,eems,,False,False,,5,2026-09-05 13:49:59.938037494 +0000 UTC,2026-09-05 13:54:20.28376073 +0000 UTC
2026-09-05T13:49:59+00:00,255915653,FAIRPLAY-28,9765043.0,52.0,32.0,12.0,4.8,51.96394,4.095281666666667,0.0,0,gate,,False,False,RTM HARBOUR TOWAGE,7,2026-09-05 13:50:00.313005585 +0000 UTC,2026-09-05 13:57:39.130135572 +0000 UTC
2026-09-05T13:49:59+00:00,245841000,ST28 LUBBERT SENIOR,,,,,,53.44475333333333,6.82523,0.0,7,eems,,False,False,,7,2026-09-05 13:50:00.680443566 +0000 UTC,2026-09-05 13:56:00.608842882 +0000 UTC
2026-09-05T13:49:59+00:00,228067800,VB OURAGAN,,,,,,47.26735833333333,-2.201785,0.0,0,montoir,,False,False,,7,2026-09-05 13:50:00.717645678 +0000 UTC,2026-09-05 13:56:21.951937404 +0000 UTC
2026-09-05T13:49:59+00:00,211445200,OPPELN,0.0,69.0,29.0,10.0,2.0,53.911375,9.176468333333334,5.2,0,brunsbuettel,,False,False,NOK,3,2026-09-05 13:50:01.093333172 +0000 UTC,2026-09-05 13:57:17.462547699 +0000 UTC
2026-09-05T13:49:59+00:00,211188260,FRIESLAND,9963358.0,55.0,55.0,10.0,2.6,53.534504999999996,8.16084,0.0,5,wilhelmshaven,,False,False,COASTGUARD,2,2026-09-05 13:50:01.178078221 +0000 UTC,2026-09-05 13:55:56.71874661 +0000 UTC
2026-09-05T13:49:59+00:00,227006760,VB 21 FECAMP,,,,,,49.47576166666667,0.13158166666666665,0.0,11,lehavre,,False,False,,5,2026-09-05 13:50:01.35679902 +0000 UTC,2026-09-05 13:56:11.193971063 +0000 UTC
2026-09-05T13:49:59+00:00,205619000,VB KIWI,,,,,,51.33077,3.1940133333333334,0.1,0,zeebrugge,,False,False,,5,2026-09-05 13:50:02.625978073 +0000 UTC,2026-09-05 13:57:43.007758769 +0000 UTC
2026-09-05T13:49:59+00:00,218041400,,,,,,,53.88812,9.183095,0.0,0,brunsbuettel,brunsbuettel,True,False,,1,2026-09-05 13:50:03.558345567 +0000 UTC,2026-09-05 13:50:03.558345567 +0000 UTC
2026-09-05T13:49:59+00:00,211217320,CHRISTA,,,,,,51.938765,4.033978333333334,0.2,5,gate,,False,False,,3,2026-09-05 13:50:03.56660216 +0000 UTC,2026-09-05 13:56:02.979157949 +0000 UTC
2026-09-05T13:49:59+00:00,246951000,ZEEZWALUW,8434130.0,53.0,24.0,5.0,1.5,51.9776,4.123975,0.0,0,gate,,False,False,MSSL,7,2026-09-05 13:50:03.568941634 +0000 UTC,2026-09-05 13:57:12.663335413 +0000 UTC
2026-09-05T13:49:59+00:00,215402000,MED EMRE,9461910.0,80.0,120.0,17.0,7.7,49.47402666666667,0.11381833333333334,0.0,5,lehavre,,False,False,FRLEH,2,2026-09-05 13:50:03.752652074 +0000 UTC,2026-09-05 13:57:15.996684202 +0000 UTC
2026-09-05T13:49:59+00:00,255916524,RIKE J,,,,,,52.00125833333333,4.007725,14.4,0,gate,,False,False,,1,2026-09-05 13:50:04.016338033 +0000 UTC,2026-09-05 13:50:04.016338033 +0000 UTC
2026-09-05T13:49:59+00:00,538006315,HARVEST RAIN,9643893.0,70.0,237.0,40.0,11.0,51.96115833333333,4.125101666666667,0.1,5,gate,,False,False,NL RTM,2,2026-09-05 13:50:04.115686723 +0000 UTC,2026-09-05 13:57:08.300602407 +0000 UTC
2026-09-05T13:49:59+00:00,2444059,HOEK VAN HOLLAND,0.0,0.0,,,0.0,51.98098,4.11259,0.0,15,gate,,False,False,,6,2026-09-05 13:50:05.625907187 +0000 UTC,2026-09-05 13:57:05.566649841 +0000 UTC
2026-09-05T13:49:59+00:00,257831000,BELHAWK,9748461.0,70.0,199.0,32.0,7.4,51.934918333333336,4.057968333333333,0.1,5,gate,,False,False,NL RTM,1,2026-09-05 13:50:05.753074517 +0000 UTC,2026-09-05 13:55:17.678193907 +0000 UTC
2026-09-05T13:49:59+00:00,244730196,ALK,0.0,79.0,20.0,11.0,0.0,51.95702666666667,4.119296666666667,0.0,5,gate,,False,False,ROTTERDAM,1,2026-09-05 13:50:05.793129913 +0000 UTC,2026-09-05 13:53:04.319955137 +0000 UTC
2026-09-05T13:49:59+00:00,211322590,WSP 3,0.0,55.0,30.0,7.0,2.2,53.53355166666667,8.159653333333333,0.1,5,wilhelmshaven,wilhelmshaven,True,False,ON PATROL,3,2026-09-05 13:50:06.450161065 +0000 UTC,2026-09-05 13:53:34.356915884 +0000 UTC
2026-09-05T13:49:59+00:00,244660432,SEPTIMO,,,,,,51.93801166666666,4.034896666666667,0.0,5,gate,,False,False,,1,2026-09-05 13:50:06.513970876 +0000 UTC,2026-09-05 13:50:06.513970876 +0000 UTC
2026-09-05T13:49:59+00:00,211290720,FAIRPLAY-51,,,,,,53.6561,9.509391666666666,8.5,0,stade,stade,False,False,,12,2026-09-05 13:50:07.259725855 +0000 UTC,2026-09-05 13:57:45.688496727 +0000 UTC
2026-09-05T13:49:59+00:00,211445180,STETTIN,,,,,,53.898785,9.149996666666668,0.0,5,brunsbuettel,,False,False,,1,2026-09-05 13:50:07.327596014 +0000 UTC,2026-09-05 13:50:07.327596014 +0000 UTC
2026-09-05T13:49:59+00:00,244620859,ALFA GRANDE,,,,,,51.934868333333334,4.039533333333334,1.1,0,gate,,False,False,,7,2026-09-05 13:50:07.405215925 +0000 UTC,2026-09-05 13:57:36.298117166 +0000 UTC
2026-09-05T13:49:59+00:00,211265240,STADERSAND,,,,,,53.62748666666666,9.525081666666667,0.0,15,stade,,False,False,,6,2026-09-05 13:50:07.556209694 +0000 UTC,2026-09-05 13:57:28.64881407 +0000 UTC
2026-09-05T13:49:59+00:00,256172000,MSC CORUNA,,,,,,51.49942,0.6876933333333334,15.6,0,grain,,False,False,,4,2026-09-05 13:50:07.692898596 +0000 UTC,2026-09-05 13:57:08.133594613 +0000 UTC
2026-09-05T13:49:59+00:00,304588000,BARBARA-B,9177399.0,70.0,101.0,16.0,5.7,53.451080000000005,6.829771666666667,0.0,5,eems,,False,False,NLEEM,2,2026-09-05 13:50:08.115644489 +0000 UTC,2026-09-05 13:55:11.513188923 +0000 UTC
2026-09-05T13:49:59+00:00,232059673,SVITZER TIGER,,,,,,51.44634666666666,0.7428783333333333,0.0,0,grain,,False,False,,6,2026-09-05 13:50:08.23338916 +0000 UTC,2026-09-05 13:57:09.169301032 +0000 UTC
2026-09-05T13:49:59+00:00,227006770,VB 26 DEAUVILLE,9202754.0,52.0,37.0,10.0,0.0,49.47544333333334,0.13348000000000002,0.3,13,lehavre,,False,False,,4,2026-09-05 13:50:08.234058601 +0000 UTC,2026-09-05 13:57:08.156901371 +0000 UTC
2026-09-05T13:49:59+00:00,235099969,OCEAN  VENTURE,9653214.0,52.0,24.0,10.0,2.4,51.99545166666667,4.037163333333334,8.2,0,gate,,False,False,GBFRB,6,2026-09-05 13:50:08.258344145 +0000 UTC,2026-09-05 13:56:08.739765122 +0000 UTC
2026-09-05T13:49:59+00:00,244700631,LA TERNA,,,,,,51.9422,4.033383333333333,1.0,0,gate,,False,False,,6,2026-09-05 13:50:08.560282833 +0000 UTC,2026-09-05 13:56:19.659873602 +0000 UTC
2026-09-05T13:49:59+00:00,227975290,BENTHOS,,,,,,49.474516666666666,0.1338,0.0,0,lehavre,,False,False,,7,2026-09-05 13:50:09.349896826 +0000 UTC,2026-09-05 13:57:18.83606119 +0000 UTC
2026-09-05T13:49:59+00:00,228475700,ECOMAR GASCOGNE,1029261.0,80.0,183.0,32.0,8.0,29.588223333333335,-93.73296333333333,0.0,1,depart_sabine_pass,,False,True,USPOA>USPOA,1,2026-09-05 13:50:09.583049165 +0000 UTC,2026-09-05 13:57:52.395605417 +0000 UTC
2026-09-05T13:49:59+00:00,205113000,VB SAMBA,,,,,,51.329386666666664,3.1974083333333336,0.0,15,zeebrugge,,False,False,,6,2026-09-05 13:50:09.740167203 +0000 UTC,2026-09-05 13:57:39.317873673 +0000 UTC
2026-09-05T13:49:59+00:00,227023200,VB GASCOGNE,,,,,,49.475535,0.132265,0.0,0,lehavre,,False,False,,7,2026-09-05 13:50:09.775951464 +0000 UTC,2026-09-05 13:57:43.497693305 +0000 UTC
2026-09-05T13:49:59+00:00,232054448,HST LOWESTOFT,9991977.0,40.0,27.0,10.0,2.4,53.44466666666666,6.826383333333334,0.0,0,eems,,False,False,NSC,7,2026-09-05 13:50:09.825230572 +0000 UTC,2026-09-05 13:57:33.055632998 +0000 UTC
2026-09-05T13:49:59+00:00,538003677,SUCCESS,9418133.0,80.0,183.0,32.0,8.3,29.83406666666667,-93.96701666666667,0.0,5,depart_sabine_pass,,False,True,USPOA,2,2026-09-05 13:50:10.249248663 +0000 UTC,2026-09-05 13:56:11.237945205 +0000 UTC
2026-09-05T13:49:59+00:00,205568590,BEETHOVEN,0.0,80.0,135.0,18.0,2.9,51.968174999999995,4.0700650000000005,0.0,0,gate,gate,True,False,8E PETROLEUMHAVEN,6,2026-09-05 13:50:10.264085113 +0000 UTC,2026-09-05 13:57:22.032851733 +0000 UTC
2026-09-05T13:49:59+00:00,245425000,VB EBRO,,,,,,51.96146666666667,4.1401,0.0,0,gate,,False,False,,7,2026-09-05 13:50:10.610714636 +0000 UTC,2026-09-05 13:57:13.597955877 +0000 UTC
2026-09-05T13:49:59+00:00,218627000,VERA RAMBOW,9432220.0,71.0,168.0,26.0,8.3,49.47573333333333,0.16730166666666665,0.0,0,lehavre,,False,False,FRBOD,5,2026-09-05 13:50:11.030562236 +0000 UTC,2026-09-05 13:57:18.555156016 +0000 UTC
2026-09-05T13:49:59+00:00,244820811,RVE 53,,,,,,51.96004166666667,4.0637083333333335,5.0,0,gate,,False,False,,7,2026-09-05 13:50:11.777747693 +0000 UTC,2026-09-05 13:57:50.046908707 +0000 UTC
2026-09-05T13:49:59+00:00,563087400,SPETSES LADY,9831074.0,80.0,237.0,44.0,8.3,31.366388333333337,32.325653333333335,0.1,0,transit_port_said,,False,True,TRMER-EGPSD,5,2026-09-05 13:50:12.348440125 +0000 UTC,2026-09-05 13:57:53.786370661 +0000 UTC
2026-09-05T13:49:59+00:00,352003793,GELIBOLU,9314832.0,80.0,183.0,27.0,9.6,48.69421,-5.698268333333333,11.6,0,transit_ushant,,False,True,NLRTM,2,2026-09-05 13:50:12.389783456 +0000 UTC,2026-09-05 13:54:51.167835181 +0000 UTC
2026-09-05T13:49:59+00:00,228498900,TSM CHARENTE,1141100.0,52.0,20.0,8.0,2.3,49.47914166666667,0.10874666666666667,7.0,3,lehavre,,False,False,FR LEH,7,2026-09-05 13:50:12.428771669 +0000 UTC,2026-09-05 13:57:46.450692306 +0000 UTC
2026-09-05T13:49:59+00:00,227005270,VB SAINT MARC,,,,,,47.26878166666667,-2.2014366666666665,0.0,0,montoir,,False,False,,2,2026-09-05 13:50:12.582577294 +0000 UTC,2026-09-05 13:55:30.320875441 +0000 UTC
2026-09-05T13:49:59+00:00,352143000,AGRI OCEAN,9770684.0,70.0,229.0,32.0,13.9,53.44240166666667,6.8492,0.0,5,eems,eems,True,False,NL EEM,2,2026-09-05 13:50:12.682434369 +0000 UTC,2026-09-05 13:56:12.698808363 +0000 UTC
2026-09-05T13:49:59+00:00,256339000,ECO MAESTRO,,,,,,51.954674999999995,4.076255,0.0,5,gate,,False,False,,3,2026-09-05 13:50:13.956158778 +0000 UTC,2026-09-05 13:56:13.957348655 +0000 UTC
2026-09-05T13:49:59+00:00,244012151,NIJMEGEN MAX,0.0,70.0,110.0,12.0,2.6,51.956145,4.011886666666666,0.0,0,gate,,False,False,NIJMEGEN>R-DAM,5,2026-09-05 13:50:14.748982924 +0000 UTC,2026-09-05 13:56:16.57755899 +0000 UTC
2026-09-05T13:49:59+00:00,244650467,FRIENDSHIP,,,,,,51.968275,4.03746,0.0,0,gate,,False,False,,7,2026-09-05 13:50:15.039237973 +0000 UTC,2026-09-05 13:57:25.389610467 +0000 UTC
2026-09-05T13:49:59+00:00,538004413,PHOENIX,9609160.0,70.0,229.0,32.0,13.1,53.654626666666665,9.511298333333334,0.0,5,stade,stade,True,False,STADE,1,2026-09-05 13:50:15.077433383 +0000 UTC,2026-09-05 13:56:15.081590398 +0000 UTC
2026-09-05T13:49:59+00:00,244890853,FELIX,,,,,,53.88479333333333,9.180831666666668,1.2,0,brunsbuettel,brunsbuettel,False,False,,6,2026-09-05 13:50:15.326140002 +0000 UTC,2026-09-05 13:56:55.168097818 +0000 UTC
2026-09-05T13:49:59+00:00,354368000,NAVIOS AZIMUTH,9589839.0,79.0,292.0,45.0,18.2,51.964396666666666,4.117436666666666,0.1,5,gate,,False,False,NLROT,3,2026-09-05 13:50:15.428172866 +0000 UTC,2026-09-05 13:56:15.449325886 +0000 UTC
2026-09-05T13:49:59+00:00,244630131,INSOMNIA,,,,,,51.95989833333333,4.115736666666667,0.1,0,gate,,False,False,,5,2026-09-05 13:50:15.544203431 +0000 UTC,2026-09-05 13:55:16.341668105 +0000 UTC
2026-09-05T13:49:59+00:00,311062900,PRIDE OF HULL,9208629.0,63.0,215.0,36.0,6.0,51.94367,4.129803333333333,0.0,5,gate,,False,False,ROTT-HULL-ROTT,2,2026-09-05 13:50:15.834118684 +0000 UTC,2026-09-05 13:53:48.328003113 +0000 UTC
2026-09-05T13:49:59+00:00,211184930,STADE,0.0,99.0,15.0,5.0,1.1,53.627136666666665,9.52447,0.0,0,stade,,False,False,ZWISCHEN ESTE UND O,4,2026-09-05 13:50:15.964707869 +0000 UTC,2026-09-05 13:57:26.37360254 +0000 UTC
2026-09-05T13:49:59+00:00,230712000,LOVISA,,,,,,53.915945,9.186398333333333,6.3,0,brunsbuettel,,False,False,,4,2026-09-05 13:50:16.899644184 +0000 UTC,2026-09-05 13:57:17.347512855 +0000 UTC
2026-09-05T13:49:59+00:00,244492000,EEMS WORKER,,,,,,53.445965,6.819881666666666,0.1,1,eems,,False,False,,1,2026-09-05 13:50:17.363457522 +0000 UTC,2026-09-05 13:50:17.363457522 +0000 UTC
2026-09-05T13:49:59+00:00,477030700,COSCO FRANCE,9516416.0,71.0,366.0,52.0,14.6,51.97524166666667,4.029345,0.0,0,gate,,False,False,NLRTM,7,2026-09-05 13:50:17.405888896 +0000 UTC,2026-09-05 13:57:17.402945332 +0000 UTC
