snapshot_utc,mmsi,name,imo,ship_type,loa,beam,draught_m,lat,lon,sog,nav_status,terminal,berth_sub,at_berth,likely_lng_carrier,destination,n_pos,first_seen,last_seen
2026-09-17T21:48:42+00:00,218781000,INNOVATION,,,,,,51.96960333333333,4.002238333333334,0.0,5,gate,,False,False,,3,2026-09-17 21:48:41.931240237 +0000 UTC,2026-09-17 21:54:43.431612528 +0000 UTC
2026-09-17T21:48:42+00:00,244780939,KRVE10,0.0,99.0,12.0,4.0,0.0,51.960159999999995,4.011725,1.7,5,gate,,False,False,HEIJPLAAT,6,2026-09-17 21:48:41.946742197 +0000 UTC,2026-09-17 21:56:26.915773218 +0000 UTC
2026-09-17T21:48:42+00:00,245921000,ANNE-S,9213715.0,70.0,80.0,10.0,3.2,51.978190000000005,4.076351666666667,5.1,0,gate,gate,False,False,GBGOO<>NLRTM VV,5,2026-09-17 21:48:42.340670929 +0000 UTC,2026-09-17 21:55:59.180178329 +0000 UTC
2026-09-17T21:48:42+00:00,232026951,SEVERN SUPPORTER,,,,,,53.88840666666667,9.196941666666667,0.0,3,brunsbuettel,,False,False,,5,2026-09-17 21:48:42.714027584 +0000 UTC,2026-09-17 21:56:28.447667094 +0000 UTC
2026-09-17T21:48:42+00:00,255915699,FAIRPLAY-92,,,,,,51.964423333333336,4.0935033333333335,0.0,8,gate,,False,False,,5,2026-09-17 21:48:42.872489667 +0000 UTC,2026-09-17 21:55:43.337854935 +0000 UTC
2026-09-17T21:48:42+00:00,244650467,FRIENDSHIP,0.0,79.0,135.0,15.0,2.0,51.953425,4.07674,0.0,0,gate,,False,False,UERPORT,5,2026-09-17 21:48:42.894944008 +0000 UTC,2026-09-17 21:55:13.319610558 +0000 UTC
2026-09-17T21:48:42+00:00,311002137,QUEEN BEE,9407512.0,70.0,190.0,32.0,6.3,49.49312,0.051881666666666666,10.0,0,lehavre,,False,False,CIABJ,5,2026-09-17 21:48:43.991166088 +0000 UTC,2026-09-17 21:55:54.020816512 +0000 UTC
2026-09-17T21:48:42+00:00,244757000,RPA 16,0.0,99.0,32.0,9.0,0.0,51.95346666666667,4.080818333333333,0.4,0,gate,,False,False,,8,2026-09-17 21:48:44.158768085 +0000 UTC,2026-09-17 21:56:06.092375849 +0000 UTC
2026-09-17T21:48:42+00:00,255915799,FAIRPLAY X,9541681.0,52.0,25.0,12.0,5.5,51.964196666666666,4.094491666666666,0.0,0,gate,,False,False,,4,2026-09-17 21:48:44.217211136 +0000 UTC,2026-09-17 21:56:03.773235835 +0000 UTC
2026-09-17T21:48:42+00:00,211224360,RUESTERSIEL,8865145.0,52.0,34.0,8.0,1.8,53.53503666666666,8.160824999999999,0.0,0,wilhelmshaven,,False,False,WHV,4,2026-09-17 21:48:44.272125431 +0000 UTC,2026-09-17 21:56:20.437773158 +0000 UTC
2026-09-17T21:48:42+00:00,255916110,FAIRPLAY XI,9725108.0,52.0,26.0,14.0,6.6,51.955850000000005,4.081946666666666,2.3,0,gate,,False,False,NLRTM,7,2026-09-17 21:48:44.287475184 +0000 UTC,2026-09-17 21:55:54.930741587 +0000 UTC
2026-09-17T21:48:42+00:00,244690697,MONTANA,,,,,,51.97501333333333,4.016288333333334,7.6,0,gate,,False,False,,7,2026-09-17 21:48:44.32378625 +0000 UTC,2026-09-17 21:55:43.997592672 +0000 UTC
2026-09-17T21:48:42+00:00,245821000,VB SIRIUS,9317901.0,52.0,30.0,12.0,4.8,51.968743333333336,4.110088333333334,9.2,5,gate,,False,False,R0TTERDAM,2,2026-09-17 21:48:44.776383364 +0000 UTC,2026-09-17 21:56:39.79977624 +0000 UTC
2026-09-17T21:48:42+00:00,232059673,SVITZER TIGER,,,,,,51.44638666666666,0.7428566666666666,0.0,0,grain,,False,False,,4,2026-09-17 21:48:44.820234373 +0000 UTC,2026-09-17 21:54:25.061583634 +0000 UTC
2026-09-17T21:48:42+00:00,563286500,SEASPAN HOPE,9472165.0,71.0,366.0,48.0,12.8,51.9828,4.069825,9.9,0,gate,gate,False,False,DEBRV,5,2026-09-17 21:48:45.223582973 +0000 UTC,2026-09-17 21:55:46.766815416 +0000 UTC
2026-09-17T21:48:42+00:00,210855000,KEY OCEAN,,,,,,51.96029333333333,4.151836666666666,10.5,0,gate,,False,False,,2,2026-09-17 21:48:46.079431856 +0000 UTC,2026-09-17 21:49:46.016341027 +0000 UTC
2026-09-17T21:48:42+00:00,205517890,MEERBOOT IV,0.0,31.0,13.0,6.0,0.0,51.330455,3.201635,0.0,0,zeebrugge,,False,False,,6,2026-09-17 21:48:46.329733445 +0000 UTC,2026-09-17 21:56:36.514406839 +0000 UTC
2026-09-17T21:48:42+00:00,210223000,AGUIMES,,,,,,51.978388333333335,4.1086,11.6,0,gate,,False,False,,7,2026-09-17 21:48:46.951179997 +0000 UTC,2026-09-17 21:55:56.877599132 +0000 UTC
2026-09-17T21:48:42+00:00,244740409,EUCHARISTEO,,,,,,51.950383333333335,4.125188333333333,0.0,0,gate,,False,False,,5,2026-09-17 21:48:47.02905581 +0000 UTC,2026-09-17 21:54:57.91027854 +0000 UTC
2026-09-17T21:48:42+00:00,226002790,BIARRITZ,0.0,20.0,98.0,12.0,2.4,49.484435,0.15267166666666665,0.0,5,lehavre,,False,False,LE HAVRE,1,2026-09-17 21:48:47.141550528 +0000 UTC,2026-09-17 21:51:58.559845157 +0000 UTC
2026-09-17T21:48:42+00:00,246333000,KNRM JEANINE PARQUI,0.0,51.0,19.0,6.0,1.0,51.97716666666667,4.125166666666667,0.0,5,gate,,False,False,SAR OPS,2,2026-09-17 21:48:47.778768712 +0000 UTC,2026-09-17 21:54:49.651909174 +0000 UTC
