snapshot_utc,mmsi,name,imo,ship_type,loa,beam,draught_m,lat,lon,sog,nav_status,terminal,berth_sub,at_berth,likely_lng_carrier,destination,n_pos,first_seen,last_seen
2026-09-24T00:32:05+00:00,219032375,SERVER,,,,,,53.513389999999994,8.150091666666667,0.0,5,wilhelmshaven,,False,False,,2,2026-09-24 00:32:05.421184974 +0000 UTC,2026-09-24 00:35:09.688017921 +0000 UTC
2026-09-24T00:32:05+00:00,244710256,TIMMERBAK  10,,,,,,51.951389999999996,4.12491,0.0,1,gate,,False,False,,1,2026-09-24 00:32:05.453333331 +0000 UTC,2026-09-24 00:32:05.453333331 +0000 UTC
2026-09-24T00:32:05+00:00,246900000,VOLGABORG,,,,,,51.39231666666667,3.259916666666667,12.0,0,zeebrugge,,False,False,,1,2026-09-24 00:32:05.469061851 +0000 UTC,2026-09-24 00:32:05.469061851 +0000 UTC
2026-09-24T00:32:05+00:00,211334410,BUETZFLETH,7720441.0,52.0,27.0,8.0,5.0,53.652726666666666,9.510826666666667,0.0,0,stade,stade,True,False,STADE,5,2026-09-24 00:32:05.497601942 +0000 UTC,2026-09-24 00:37:16.409325457 +0000 UTC
2026-09-24T00:32:05+00:00,265064000,FURE VASA,1033365.0,84.0,149.0,23.0,9.0,51.952798333333334,4.077266666666667,0.0,5,gate,,False,False,ROTTERDAM,2,2026-09-24 00:32:05.75446738 +0000 UTC,2026-09-24 00:38:23.828391478 +0000 UTC
2026-09-24T00:32:05+00:00,244710524,BERNISSEPLUS,,,,,,51.94940999999999,4.149146666666667,0.0,15,gate,,False,False,,4,2026-09-24 00:32:06.056468626 +0000 UTC,2026-09-24 00:38:51.754268222 +0000 UTC
2026-09-24T00:32:05+00:00,311000685,MORNING CAROL,,,,,,51.35519333333333,3.1999366666666664,11.7,0,zeebrugge,,False,False,,9,2026-09-24 00:32:06.430867727 +0000 UTC,2026-09-24 00:39:26.723952933 +0000 UTC
2026-09-24T00:32:05+00:00,253000082,GEO OCEAN IX,,,,,,53.456085,6.825645,0.0,5,eems,,False,False,,2,2026-09-24 00:32:06.474581457 +0000 UTC,2026-09-24 00:38:09.365847639 +0000 UTC
2026-09-24T00:32:05+00:00,264163531,ERIKA,0.0,99.0,80.0,9.0,0.2,51.94880166666667,4.125665,0.0,5,gate,,False,False,ROTERDAM,2,2026-09-24 00:32:06.516415361 +0000 UTC,2026-09-24 00:37:05.325762301 +0000 UTC
2026-09-24T00:32:05+00:00,205244890,MEYATI,,,,,,51.94641166666667,4.0393300000000005,0.0,5,gate,,False,False,,3,2026-09-24 00:32:06.905304763 +0000 UTC,2026-09-24 00:38:06.392255434 +0000 UTC
2026-09-24T00:32:05+00:00,227023200,VB GASCOGNE,9202730.0,52.0,37.0,10.0,5.5,49.47556,0.132265,0.0,0,lehavre,,False,False,LE HAVRE,5,2026-09-24 00:32:08.109491568 +0000 UTC,2026-09-24 00:38:16.463649821 +0000 UTC
2026-09-24T00:32:05+00:00,229248000,ENERGOS FORCE,,,,,,53.637235000000004,9.517501666666668,0.0,5,stade,,False,False,,1,2026-09-24 00:32:08.302341511 +0000 UTC,2026-09-24 00:32:08.302341511 +0000 UTC
2026-09-24T00:32:05+00:00,244690001,WATERBOOT 5,,,,,,51.961756666666666,4.139315,0.0,5,gate,,False,False,,2,2026-09-24 00:32:08.39402353 +0000 UTC,2026-09-24 00:35:09.100796431 +0000 UTC
