snapshot_utc,mmsi,name,imo,ship_type,loa,beam,draught_m,lat,lon,sog,nav_status,terminal,berth_sub,at_berth,likely_lng_carrier,destination,n_pos,first_seen,last_seen
2026-09-01T15:28:06+00:00,211795250,FAIRPLAY-35,,,,,,53.651221666666665,9.509993333333334,0.0,5,stade,stade,True,False,,1,2026-09-01 15:28:04.840478837 +0000 UTC,2026-09-01 15:28:04.840478837 +0000 UTC
2026-09-01T15:28:06+00:00,255915699,FAIRPLAY-92,9949417.0,52.0,28.0,13.0,5.9,51.96426666666667,4.094028333333333,0.0,8,gate,,False,False,HARBOUR OPS RTM,1,2026-09-01 15:28:04.971695461 +0000 UTC,2026-09-01 15:35:42.218451038 +0000 UTC
2026-09-01T15:28:06+00:00,244700127,SMIT WAALHAVEN 3,,,,,,51.961905,4.137585,0.0,0,gate,,False,False,,4,2026-09-01 15:28:07.711184828 +0000 UTC,2026-09-01 15:33:08.577024029 +0000 UTC
2026-09-01T15:28:06+00:00,228472700,VB LOUP,9977490.0,52.0,28.0,13.0,6.0,49.47543333333333,0.13144666666666666,0.0,0,lehavre,,False,False,LE HAVRE,2,2026-09-01 15:28:07.946117001 +0000 UTC,2026-09-01 15:32:08.341204063 +0000 UTC
2026-09-01T15:28:06+00:00,211318180,VB BERNE,8500422.0,52.0,28.0,8.0,4.5,53.539228333333334,8.164678333333333,0.0,0,wilhelmshaven,,False,False,WILHELMSHAVEN,2,2026-09-01 15:28:08.613253842 +0000 UTC,2026-09-01 15:33:56.033741678 +0000 UTC
2026-09-01T15:28:06+00:00,244010253,VEERHAVEN VII,,,,,,51.952508333333334,4.120298333333333,0.0,5,gate,,False,False,,1,2026-09-01 15:28:08.63411272 +0000 UTC,2026-09-01 15:28:08.63411272 +0000 UTC
2026-09-01T15:28:06+00:00,245255000,VB REBEL,9600774.0,52.0,28.0,10.0,4.6,51.96134333333334,4.140236666666667,0.0,0,gate,,False,False,HARBOUR TUG,4,2026-09-01 15:28:08.649072774 +0000 UTC,2026-09-01 15:33:59.198963227 +0000 UTC
2026-09-01T15:28:06+00:00,538010703,FW MERCURY,9960459.0,70.0,199.0,32.0,7.1,51.93465166666667,4.05629,0.0,5,gate,,False,False,ROTTERDAM ANCHORAGE,2,2026-09-01 15:28:08.781662837 +0000 UTC,2026-09-01 15:31:08.685804085 +0000 UTC
2026-09-01T15:28:06+00:00,244620320,GALAXY,,,,,,51.956943333333335,4.009996666666667,0.3,5,gate,,False,False,,2,2026-09-01 15:28:09.778861387 +0000 UTC,2026-09-01 15:34:09.074604519 +0000 UTC
2026-09-01T15:28:06+00:00,244757000,RPA 16,0.0,99.0,32.0,9.0,0.0,51.95991166666667,4.040818333333333,3.9,0,gate,,False,False,,5,2026-09-01 15:28:10.084732001 +0000 UTC,2026-09-01 15:34:10.640575475 +0000 UTC
2026-09-01T15:28:06+00:00,244870056,UQ6 DINA,,,,,,53.44422,6.827833333333333,0.0,15,eems,,False,False,,2,2026-09-01 15:28:10.95100989 +0000 UTC,2026-09-01 15:35:42.160739106 +0000 UTC
2026-09-01T15:28:06+00:00,244790037,KRVE80,,,,,,51.94891666666667,4.148596666666666,0.1,0,gate,,False,False,,1,2026-09-01 15:28:12.379365083 +0000 UTC,2026-09-01 15:28:12.379365083 +0000 UTC
2026-09-01T15:28:06+00:00,244002225,MARLIJN,,,,,,51.94971833333333,4.124381666666666,0.0,15,gate,,False,False,,5,2026-09-01 15:28:12.648754617 +0000 UTC,2026-09-01 15:34:34.993001148 +0000 UTC
2026-09-01T15:28:06+00:00,232007858,LIFTMOOR,,,,,,51.43223666666667,0.7082466666666666,0.0,0,grain,,False,False,,3,2026-09-01 15:28:13.647189341 +0000 UTC,2026-09-01 15:33:33.061748784 +0000 UTC
2026-09-01T15:28:06+00:00,226002790,BIARRITZ,0.0,20.0,98.0,12.0,2.4,49.484701666666666,0.124485,0.0,5,lehavre,,False,False,LE HAVRE,1,2026-09-01 15:28:15.355385254 +0000 UTC,2026-09-01 15:34:56.260928994 +0000 UTC
2026-09-01T15:28:06+00:00,205109000,VB FLANDES,,,,,,51.33437833333333,3.2164583333333336,0.0,8,zeebrugge,,False,False,,4,2026-09-01 15:28:15.44905936 +0000 UTC,2026-09-01 15:35:14.811634373 +0000 UTC
2026-09-01T15:28:06+00:00,211671890,STIENE BRUHNS,,,,,,53.42342833333333,6.920853333333333,10.3,7,eems,,False,False,,1,2026-09-01 15:28:15.634325036 +0000 UTC,2026-09-01 15:28:15.634325036 +0000 UTC
2026-09-01T15:28:06+00:00,205545000,VB PANDA,,,,,,51.33004833333334,3.197061666666667,102.3,0,zeebrugge,,False,False,,3,2026-09-01 15:28:16.349688785 +0000 UTC,2026-09-01 15:33:56.626196336 +0000 UTC
2026-09-01T15:28:06+00:00,211217320,CHRISTA,0.0,20.0,105.0,10.0,2.0,51.937891666666665,4.034621666666667,0.0,5,gate,,False,False,BOTTROP,1,2026-09-01 15:28:17.442633596 +0000 UTC,2026-09-01 15:32:30.439042146 +0000 UTC
